date,account,sentiment,daily_pnl,win_rate,avg_pnl_per_trade,trade_count,avg_trade_size,long_percentage
2025-01-13,trader_1,Extreme Greed,104.27387553583063,42.73796564735399,26.068468883957657,5,4933.484654291225,68.01645936306235
2025-01-14,trader_1,Extreme Greed,390.36846931482756,44.77381182981133,390.36846931482756,3,14641.52730732633,69.44842977918412
2025-01-15,trader_1,Greed,-89.32772565682424,47.360963663441204,-29.775908552274746,6,14058.198766956186,64.64255558001634
2025-01-16,trader_1,Extreme Fear,71.16666610497124,56.10553330781833,35.58333305248562,5,6807.473032727313,40.93628287722825
2025-01-17,trader_1,Extreme Fear,46.133457321534685,56.64722376255053,6.590493903076384,2,14356.714381622112,54.246985378035205
2025-01-18,trader_1,Fear,207.25361769325616,51.581627180328404,207.25361769325616,5,8726.695742842798,52.437518861415455
2025-01-19,trader_1,Extreme Greed,286.6193595069092,46.03482866212397,286.6193595069092,1,11571.921579430666,54.81238205413859
2025-01-20,trader_1,Greed,-29.38405228349555,42.14544665667882,-14.692026141747775,4,11971.142178376003,45.861711292850806
2025-01-21,trader_1,Greed,-14.7693821799039,50.62363708746745,-7.38469108995195,2,7427.900587335658,69.20130301141909
2025-01-22,trader_1,Neutral,207.17487587172295,47.40145618778193,207.17487587172295,1,2792.641745408814,36.07610774049177
2025-01-23,trader_1,Fear,-92.94349125951985,54.408747448032145,-92.94349125951985,4,3692.046263321391,31.634744650659155
2025-01-24,trader_1,Fear,-17.859888794618627,48.887025337570556,-17.859888794618627,2,6099.778054673056,50.136690834194276
2025-01-25,trader_1,Greed,-49.4440789174171,42.39312139841099,-24.72203945870855,3,4876.287074060852,62.24805119172245
2025-01-26,trader_1,Greed,-44.880183617684395,45.70472102791382,-22.440091808842197,3,4534.117220816291,58.5339834353821
2025-01-27,trader_1,Extreme Greed,-52.130918503148806,47.11677442115666,-52.130918503148806,3,4769.405233291333,45.091366524184906
2025-01-28,trader_1,Extreme Fear,-47.35151595359085,51.274973521779145,-47.35151595359085,6,8519.49158545967,53.47364472083517
2025-01-29,trader_1,Greed,-64.69973537808251,46.316595462296796,-64.69973537808251,2,10042.841378642417,52.83113218675648
2025-01-30,trader_1,Neutral,53.87673042626979,47.37226791735994,53.87673042626979,2,3249.5392256337796,37.46268096205223
2025-01-31,trader_1,Fear,95.28385742445872,49.73373595294755,95.28385742445872,4,6569.978386640383,68.77881733101475
2025-02-01,trader_1,Extreme Greed,-52.283412890933235,43.70887587390066,-13.070853222733309,3,6956.110140629835,50.3044151473782
2025-02-02,trader_1,Fear,170.6469470990907,49.148368247392035,85.32347354954535,2,8456.252055722201,32.07294147289708
2025-02-03,trader_1,Fear,7.76375853243384,54.815027222239294,2.5879195108112802,5,11232.144652851019,67.53361827284152
2025-02-04,trader_1,Fear,171.23013135624325,48.66496267366777,57.07671045208108,3,3299.721171033901,62.58298880925528
2025-02-05,trader_1,Greed,-313.29704826782034,50.77200540813108,-104.43234942260678,3,8038.085461294708,39.28850780587269
2025-02-06,trader_1,Extreme Greed,97.72454794774853,45.838912213732115,32.574849315916175,4,12116.352649784143,54.80291023714054
2025-02-07,trader_1,Neutral,75.46127570818932,46.51674879732751,75.46127570818932,2,8978.45558819843,60.49834742962762
2025-02-08,trader_1,Extreme Greed,79.71529380805377,45.42081748715908,79.71529380805377,2,6562.0220678451415,61.89181463118214
2025-02-09,trader_1,Fear,170.83863399744223,55.20036536546074,56.94621133248074,2,13718.307858670796,53.33567179064482
2025-02-10,trader_1,Neutral,-79.10314538486756,49.62005803644133,-39.55157269243378,3,13209.73472521812,67.28473129934449
2025-02-11,trader_1,Greed,116.96147707787412,49.072386343133985,116.96147707787412,6,2585.3326417705734,69.39364795849337
2025-02-12,trader_1,Greed,75.82144388466102,43.246626812032666,18.955360971165256,1,5692.761383042613,62.114137943920454
2025-02-13,trader_1,Extreme Fear,-41.452525031220105,53.37395602937923,-20.726262515610053,3,7334.153225857707,35.63428081519199
2025-02-14,trader_1,Fear,-118.58280062389233,52.9836777273948,-39.527600207964106,2,10289.523208233948,37.121438674790056
2025-02-15,trader_1,Extreme Greed,-3.0221904887728925,42.853496680786435,-1.007396829590964,4,3669.628089291332,31.461986713923796
2025-02-16,trader_1,Neutral,-104.91362722383386,50.64841133262617,-104.91362722383386,4,6610.682852254564,52.38561325232872
2025-02-17,trader_1,Fear,114.78107170021615,57.46115462133633,114.78107170021615,3,3186.136363126665,58.6388891538959
2025-02-18,trader_1,Greed,-0.77140293957833,42.27095992503484,-0.77140293957833,2,2457.5201477840337,61.996643414927576
2025-02-19,trader_1,Fear,-66.65533706703346,48.99441392759345,-22.21844568901115,3,5104.068223654186,65.8534327408448
2025-02-20,trader_1,Extreme Fear,165.55981162068656,48.85508530854468,165.55981162068656,2,6899.943708294972,65.706868443079
2025-02-21,trader_1,Greed,-158.6401969518596,45.79692408167267,-79.3200984759298,3,5122.520633586847,67.93813227848626
2025-02-22,trader_1,Greed,-90.6088654487753,43.40113175766452,-22.652216362193826,1,4761.483031389245,51.66536858643468
2025-02-23,trader_1,Greed,-59.65672049620535,50.34930236799299,-29.828360248102676,2,13800.183291846986,34.710043315605645
2025-02-24,trader_1,Greed,-26.902885441483505,44.74055220687206,-8.967628480494502,1,2916.3988209633017,66.0007456739242
2025-02-25,trader_1,Extreme Greed,299.28535122654034,48.650366745462556,149.64267561327017,3,3327.9671625851115,59.52134465705482
2025-02-26,trader_1,Extreme Fear,268.45935623133664,54.03152109466388,268.45935623133664,2,11066.642672579437,41.884868624927
2025-02-27,trader_1,Greed,373.01034508242265,51.36829739324758,186.50517254121132,3,7949.127460817309,53.87371395667557
2025-02-28,trader_1,Fear,43.4535633815291,55.70912203745822,43.4535633815291,1,11194.642586850447,49.81965264824794
2025-03-01,trader_1,Greed,-209.27237082826684,50.19102317674199,-69.75745694275561,2,13842.390056471399,35.472745236758456
2025-03-02,trader_1,Extreme Greed,-24.061017629330877,46.46005772957956,-24.061017629330877,7,7851.949491003967,38.84837767278409
2025-03-03,trader_1,Extreme Greed,108.73891506121373,43.80575345127333,54.369457530606866,6,13068.597113850388,63.78197594140281
2025-03-04,trader_1,Fear,104.92252245957334,56.28915474150678,104.92252245957334,3,2077.3448228089283,57.85155103512559
2025-03-05,trader_1,Fear,48.67672961038455,51.15290337830611,16.22557653679485,3,1341.6109417915322,64.80395495603719
2025-03-06,trader_1,Extreme Fear,96.19816649836262,56.74701672684199,19.239633299672526,3,13231.479598608743,69.36333876797181
2025-03-07,trader_1,Greed,-229.09125202131668,49.37582301588891,-229.09125202131668,2,5148.313686383861,39.344310041996394
2025-03-08,trader_1,Extreme Fear,-131.03187999929767,48.17873934733414,-43.67729333309922,4,6846.1308609889975,65.16473230248658
2025-03-09,trader_1,Extreme Greed,409.55564086498987,43.67033946092075,102.38891021624747,2,3471.3924480771157,38.819448362807016
2025-03-10,trader_1,Fear,0.33237037440011363,55.79584473566753,0.33237037440011363,6,11615.338659857278,57.84082472215169
2025-03-11,trader_1,Fear,13.733234686283453,50.23817614822623,4.577744895427817,3,13442.47311816568,68.22605992919014
2025-03-12,trader_1,Extreme Greed,141.26909084088172,50.095160747248784,70.63454542044086,3,11127.881591640189,49.835029403150834
2025-03-13,trader_1,Extreme Fear,163.37132370158474,48.761308594903,54.45710790052825,4,4738.395782371898,65.14519945420632
2025-03-14,trader_1,Greed,-129.7322873334554,48.584518346584254,-21.622047888909233,2,13332.190628784998,64.87374110980929
2025-03-15,trader_1,Extreme Fear,59.94583036197748,51.351188542591416,59.94583036197748,4,5018.533864448778,54.67707673502969
2025-03-16,trader_1,Extreme Greed,63.47418982933165,48.318135270166685,31.737094914665825,2,11654.390635028392,51.65066314704441
2025-03-17,trader_1,Extreme Greed,233.4371110570345,51.320281055100175,233.4371110570345,3,5213.489937255427,58.32688354581126
2025-03-18,trader_1,Extreme Fear,-92.97930976763382,53.82170460176273,-46.48965488381691,5,11615.684743006315,30.98347665835206
2025-03-19,trader_1,Extreme Fear,64.27539116012049,55.70407417807793,32.137695580060246,4,12127.333682499011,57.74728903125954
2025-03-20,trader_1,Fear,-164.22882887506046,48.82381045615843,-82.11441443753023,3,14210.622882346384,46.78909267704489
2025-03-21,trader_1,Greed,-204.08402734795823,51.839776479598285,-102.04201367397911,2,10123.33555526239,44.74105374895045
2025-03-22,trader_1,Extreme Greed,-70.70529118099911,46.73209906691557,-23.56843039366637,5,1455.366512877527,66.83391391262748
2025-03-23,trader_1,Greed,25.642288914043725,43.173081889623944,25.642288914043725,3,7882.323654380116,32.568357483005364
2025-03-24,trader_1,Greed,270.41875447191563,44.68993404435098,135.20937723595782,1,2014.2564291238243,45.69974225626739
2025-03-25,trader_1,Neutral,-171.74639528800125,51.94981886126543,-85.87319764400063,2,4388.630222075384,69.46650373068586
2025-03-26,trader_1,Fear,171.2497587373157,52.98888153451356,57.08325291243856,3,5908.777036928531,31.32812435165466
2025-03-27,trader_1,Extreme Fear,-40.19440118738986,53.67540848261558,-20.09720059369493,2,9910.023493610914,58.25902905947605
2025-03-28,trader_1,Extreme Fear,46.26796485368541,57.3621224624369,46.26796485368541,6,12407.551592451171,33.204593855387
2025-03-29,trader_1,Extreme Greed,250.7830505014921,46.523182845183,83.59435016716404,1,4459.445276142051,36.381787204527534
2025-03-30,trader_1,Extreme Greed,71.61593675078394,44.192139873580444,35.80796837539197,5,4198.366378638182,69.85335664226967
2025-03-31,trader_1,Extreme Greed,-140.45235528020896,48.802282424312914,-140.45235528020896,1,4607.560439156991,48.504918269572656
2025-04-01,trader_1,Extreme Greed,130.2843820842778,49.27169069766308,65.1421910421389,3,13138.44094571428,53.14701634289574
2025-04-02,trader_1,Neutral,35.24513043877432,53.73423238081661,17.62256521938716,3,9721.532169888758,55.26240880370082
2025-04-03,trader_1,Greed,324.9326740746628,43.3156768512726,162.4663370373314,3,12961.391307174108,49.69111425792139
2025-04-04,trader_1,Fear,61.1923522132969,53.148173539296906,30.59617610664845,3,10194.31330357809,43.00760256898779
2025-04-05,trader_1,Greed,209.98424158001922,43.3087366071835,104.99212079000961,1,3376.6106712255705,50.79095794224071
2025-04-06,trader_1,Fear,48.88994689037293,50.487142725876296,24.444973445186466,2,11309.628210918967,56.552181104872204
2025-04-07,trader_1,Neutral,222.71616899264504,53.44170448969197,74.23872299754835,1,4776.494561237854,32.28347424357259
2025-04-08,trader_1,Neutral,31.6717638122351,54.338750175279046,15.83588190611755,4,14325.364995925345,55.56479751262002
2025-04-09,trader_1,Extreme Greed,-125.59277832514124,46.54739855633859,-41.86425944171375,1,5311.019182276673,58.18723050946587
2025-04-10,trader_1,Fear,113.18829831139132,52.43750219304571,56.59414915569566,7,1425.418835755716,67.23794782027912
2025-04-11,trader_1,Greed,-64.11416597521432,48.76513385777247,-32.05708298760716,2,10209.834264442505,69.97654903082666
2025-04-12,trader_1,Extreme Fear,72.30339840884089,56.70753450337259,18.075849602210223,4,12169.391084020883,47.42333259251732
2025-04-13,trader_1,Greed,92.60198564855686,43.202090553706086,92.60198564855686,2,6546.417682529575,57.81868826759449
2025-04-14,trader_1,Neutral,-167.38178949424528,48.7325179162934,-167.38178949424528,4,6317.000922509217,64.53334598287302
2025-04-15,trader_1,Neutral,7.504962019192298,49.79181877629731,7.504962019192298,2,6583.518932556607,53.206894769093296
2025-04-16,trader_1,Neutral,243.79819459147254,53.12985738716094,121.89909729573627,2,10064.645998164442,65.92122195799948
2025-04-17,trader_1,Fear,147.66909440628314,57.27034544796307,147.66909440628314,3,7802.204628608559,40.27106270882032
2025-04-18,trader_1,Fear,196.50808783211716,53.391612766752544,65.50269594403905,2,3536.0908934855242,57.24471415859931
2025-04-19,trader_1,Fear,5.906406504908219,53.2516338366706,5.906406504908219,4,12283.895696852214,52.00906168625047
2025-04-20,trader_1,Extreme Fear,136.63535998959307,54.016118201463314,45.54511999653102,5,4316.187825642749,61.221020609754476
2025-04-21,trader_1,Fear,96.70584903738838,56.226143185136785,48.35292451869419,4,11316.23242921855,64.51188310172914
2025-04-22,trader_1,Fear,226.95013251513717,53.4669741271407,226.95013251513717,4,10732.023756666313,46.172750724171685
2025-04-23,trader_1,Neutral,277.2755187218664,52.175977656581765,138.6377593609332,1,11140.743439802376,53.13547668025636
2025-04-24,trader_1,Fear,-52.093513940402204,51.54996305831937,-52.093513940402204,2,12204.991109513061,39.34848327641732
2025-04-25,trader_1,Neutral,-49.58180746647528,53.80079087561458,-24.79090373323764,5,11229.107143349445,48.60822449134872
2025-04-26,trader_1,Extreme Fear,146.99922950260668,49.7530294235766,73.49961475130334,1,7305.193107614592,60.24653315580984
2025-04-27,trader_1,Fear,89.12064696948939,54.64911724487218,29.70688232316313,4,12788.466121269897,50.83831909088168
2025-04-28,trader_1,Greed,70.72785863840505,43.277134836352346,23.57595287946835,2,6041.909704601268,33.505709870553545
2025-04-29,trader_1,Extreme Greed,-9.458634272400218,47.53802240712376,-9.458634272400218,4,7957.488760681624,69.6863205929325
2025-04-30,trader_1,Extreme Greed,53.0926973676104,45.8062329347658,10.61853947352208,2,10729.315244634465,43.84398906151142
2025-05-01,trader_1,Extreme Greed,24.177655489417173,48.40972077345332,24.177655489417173,6,8035.925070488194,45.946521110892526
2025-05-02,trader_1,Fear,6.858535740886026,48.25811906949487,6.858535740886026,5,8085.986079763417,47.58046754531641
2024-12-01,trader_2,Fear,57.563443641746474,54.40826314690206,57.563443641746474,2,1858.894779549354,61.230463442737594
2024-12-02,trader_2,Neutral,70.81344400829562,54.836789252634134,70.81344400829562,1,5245.8520659463375,34.041832440425864
2024-12-03,trader_2,Greed,-13.933755378886296,42.622917981300624,-3.483438844721574,4,13412.459013366533,47.9913859528529
2024-12-04,trader_2,Fear,-60.413563127123155,56.27537895566874,-30.206781563561577,3,4637.3849224304795,60.4115929248854
2024-12-05,trader_2,Fear,-136.23765250960236,53.353101314525915,-136.23765250960236,5,2536.306781485049,51.91837955894772
2024-12-06,trader_2,Neutral,-117.0283936874331,48.2467592689006,-58.51419684371655,4,14374.685611054996,61.4761354502118
2024-12-07,trader_2,Fear,75.1893784812136,54.88134706086542,75.1893784812136,2,13624.667889895929,48.45909858498936
2024-12-08,trader_2,Greed,158.73525952148913,48.36669682167207,158.73525952148913,2,11324.072762100797,50.488876832506975
2024-12-09,trader_2,Greed,87.8868128650387,42.41672900602384,87.8868128650387,2,1997.5941887136205,30.484339009395498
2024-12-10,trader_2,Extreme Greed,-88.39883731386357,44.96535581287655,-29.46627910462119,2,10244.238075818734,60.57490648886944
2024-12-11,trader_2,Fear,235.85735898164626,48.20944961030913,235.85735898164626,5,3879.6216707377716,34.85545672637626
2024-12-12,trader_2,Greed,142.66998994474392,47.30302133249158,142.66998994474392,5,9153.91721490145,59.922927177181286
2024-12-13,trader_2,Greed,235.9403339562131,48.56478607331503,235.9403339562131,3,6210.338333725186,47.28307531776784
2024-12-14,trader_2,Neutral,131.1219602014166,47.40692711832505,131.1219602014166,3,5002.695049348242,62.63787755874469
2024-12-15,trader_2,Extreme Greed,63.6318920362843,50.46514338690278,21.210630678761433,5,8630.376864557136,69.38678958098032
2024-12-16,trader_2,Extreme Greed,103.95007228042266,50.17785329856945,103.95007228042266,5,5165.678318463488,52.600879714360644
2024-12-17,trader_2,Greed,-64.21710300669264,50.733229158608076,-32.10855150334632,2,4453.504103302723,59.05846860452019
2024-12-18,trader_2,Extreme Greed,6.556278834235954,50.0007096869916,6.556278834235954,3,5975.3839616003515,61.35167137941589
2024-12-19,trader_2,Greed,-96.08327267348801,42.052296135429124,-96.08327267348801,4,5577.042628733107,35.95552201329779
2024-12-20,trader_2,Fear,-18.062255993079447,55.22070938202737,-6.020751997693149,2,9674.25072443777,44.219720417654294
2024-12-21,trader_2,Greed,-295.05930042620435,42.929906398231324,-98.35310014206812,4,10470.551121169072,62.19955998723079
2024-12-22,trader_2,Fear,79.15486412903174,48.77058279134331,79.15486412903174,5,7162.785971376868,35.89810106825136
2024-12-23,trader_2,Fear,237.48903460911583,52.34019366173875,237.48903460911583,2,11299.283599348657,69.93390045571799
2024-12-24,trader_2,Extreme Greed,-123.8698918926728,48.36177364708233,-123.8698918926728,3,9006.211797180611,53.51077443448793
2024-12-25,trader_2,Fear,302.49110796010257,51.62235441652288,302.49110796010257,1,12643.75861146083,40.9228323989125
2024-12-26,trader_2,Neutral,95.24347998586941,47.592967588657736,31.74782666195647,4,2128.421192599745,59.117572278950604
2024-12-27,trader_2,Neutral,29.335637918186386,49.368507026151796,14.667818959093193,2,11519.251204406639,56.278206250685585
2024-12-28,trader_2,Extreme Greed,-116.22004340533945,44.46978799072,-58.11002170266973,4,7825.99671142738,31.344544007331304
2024-12-29,trader_2,Extreme Fear,-27.09470072282842,57.06437453344411,-27.09470072282842,3,1305.527554856853,56.551587447023564
2024-12-30,trader_2,Extreme Greed,152.38505106417045,42.52257879286024,152.38505106417045,4,3773.366858636362,52.61321018286439
2024-12-31,trader_2,Neutral,63.5449852942763,54.72005329631537,31.77249264713815,2,4513.5332587641715,64.02464231364551
2025-01-01,trader_2,Greed,-122.53149103654351,50.60139693349435,-122.53149103654351,3,7416.208981401191,49.38785148520188
2025-01-02,trader_2,Fear,87.40158198175659,57.45698147000282,29.13386066058553,3,8175.037082784644,62.25614468931358
2025-01-03,trader_2,Neutral,-40.434985077434945,46.64706353432296,-20.217492538717472,5,7317.350818533833,69.399586245635
2025-01-04,trader_2,Greed,-87.87072106404057,42.2716742122556,-87.87072106404057,4,2476.6317993928283,56.271204188971765
2025-01-05,trader_2,Greed,249.51566341611408,51.64476653900812,249.51566341611408,3,9884.153845704253,61.916566384635765
2025-01-06,trader_2,Neutral,-29.53992617680683,54.150900684070436,-29.53992617680683,6,14769.300618013109,35.62846112195034
2025-01-07,trader_2,Fear,-34.61470952192235,52.40323418368349,-34.61470952192235,7,9885.397825555181,36.6381958118314
2025-01-08,trader_2,Extreme Greed,107.77585049495377,46.27489687920615,107.77585049495377,5,11240.950864765073,37.496477763903286
2025-01-09,trader_2,Extreme Greed,66.95375620313828,49.10242798623312,33.47687810156914,3,12595.489534121058,43.40832189483491
2025-01-10,trader_2,Fear,238.11170427295517,55.120140203307805,238.11170427295517,2,5871.179762150333,48.014039156216505
2025-01-11,trader_2,Greed,234.74536333207942,45.52374946609655,58.686340833019855,4,3448.3401204634315,64.22949035623145
2025-01-12,trader_2,Fear,262.5579262306942,56.3704112524294,131.2789631153471,3,1464.6509638739672,42.157856049628954
2025-01-13,trader_2,Greed,155.77769395662,48.64984903475995,51.92589798554,1,7258.777613289956,48.41433084807705
2025-01-14,trader_2,Extreme Greed,146.79372506228992,47.46648220187788,73.39686253114496,2,11358.657690737025,66.72306208796603
2025-01-15,trader_2,Fear,27.773332063924585,57.10770161643915,13.886666031962292,5,13218.553753925791,34.50321561647748
2025-01-16,trader_2,Greed,160.09389661372424,47.4069847664491,160.09389661372424,2,7562.751516503082,42.05061043040001
2025-01-17,trader_2,Greed,-128.58918706341666,49.431931987316034,-128.58918706341666,6,2105.5682706716007,39.580406796381524
2025-01-18,trader_2,Greed,-130.8484674526709,42.346702667264836,-32.71211686316772,3,2314.001987526987,66.3850727774637
2025-01-19,trader_2,Greed,144.52530771992605,46.304274103209906,72.26265385996302,5,9283.760272288557,58.10535092342065
2025-01-20,trader_2,Fear,402.5041238836352,53.12363777545791,402.5041238836352,3,14307.43473620685,54.026042661934234
2025-01-21,trader_2,Greed,406.541427852602,42.70932216133773,406.541427852602,2,2960.3373657464476,41.07257231165223
2025-01-22,trader_2,Extreme Greed,57.12678113259421,45.31347007103051,57.12678113259421,3,8232.016798243707,30.220231966416833
2025-01-23,trader_2,Extreme Fear,42.89491075401639,56.02585679579813,21.447455377008193,3,9638.931225649218,34.55353573906406
2025-01-24,trader_2,Fear,-10.258768670869983,53.07411938717809,-2.564692167717496,2,6905.594499543639,46.44084301062183
2025-01-25,trader_2,Extreme Greed,163.52344992054765,45.09372717862782,54.50781664018255,2,4606.501084672106,32.380988013910866
2025-01-26,trader_2,Greed,285.01179913271505,48.86589913492607,285.01179913271505,3,2694.3500067927025,46.75791160749902
2025-01-27,trader_2,Greed,121.90785456468399,48.68572646722914,40.63595152156133,6,13634.346302001784,32.657753774231
2025-01-28,trader_2,Neutral,26.436847245310283,46.42137123793458,26.436847245310283,2,7804.006913166442,53.08799546938204
2025-01-29,trader_2,Extreme Fear,99.18276703968804,51.43167353172658,24.79569175992201,3,12045.792238891107,47.856780656063286
2025-01-30,trader_2,Greed,-124.42802254815331,50.22422373668279,-41.476007516051105,3,10878.202077013544,57.536200739685476
2025-01-31,trader_2,Neutral,14.544312596470576,46.42594144081909,7.272156298235288,1,10041.51340801078,55.47609269818973
2025-02-01,trader_2,Fear,-65.7351136903194,48.71711888847651,-65.7351136903194,4,14832.503526178287,48.160064847844595
2025-02-02,trader_2,Greed,32.64479873325677,42.27536719869465,10.881599577752256,1,6431.814639256173,36.40099745852776
2025-02-03,trader_2,Extreme Fear,-57.599765742508424,55.56213613950177,-57.599765742508424,2,14382.863605374469,42.55866869509411
2025-02-04,trader_2,Extreme Greed,227.6999420138626,51.840131632104644,113.8499710069313,2,8579.706502866193,36.16580172713948
2025-02-05,trader_2,Greed,99.14275075169502,47.41704812410004,33.04758358389834,2,1807.0661507863483,43.69791915338853
2025-02-06,trader_2,Fear,87.33387312408654,51.47277039030507,87.33387312408654,4,14913.877444595775,65.21259048595708
2025-02-07,trader_2,Greed,119.03229951899527,47.69377361182283,119.03229951899527,2,7657.644524815573,51.720983358306526
2025-02-08,trader_2,Fear,111.90635576711995,56.69969159647685,111.90635576711995,2,12118.949275691675,41.03070273005428
2025-02-09,trader_2,Extreme Greed,323.0586720421258,51.44042093825398,323.0586720421258,5,5000.969777362183,38.12892364344349
2025-02-10,trader_2,Greed,78.47539989283311,46.92325480001182,15.695079978566621,3,2529.6989443346997,64.15847867821688
2025-02-11,trader_2,Neutral,-288.76433463764675,53.46968854207061,-288.76433463764675,4,13969.356494221214,30.76464377719056
2025-02-12,trader_2,Neutral,207.3757807980419,51.92532431537108,207.3757807980419,2,12262.12090751307,41.15039489658212
2025-02-13,trader_2,Fear,193.70317545474296,57.57448019038096,193.70317545474296,5,11330.17325986142,63.36578388002703
2025-02-14,trader_2,Greed,107.42076977569322,49.68922782107641,26.855192443923304,2,6705.602434454032,46.28425956502511
2025-02-15,trader_2,Extreme Fear,8.739180530403345,51.488205339694794,8.739180530403345,3,14371.61290208382,50.903063973469806
2025-02-16,trader_2,Fear,80.1446570434669,55.945155444907485,80.1446570434669,1,6640.22595685692,41.81161976191773
